name_of_investigator,created_at,updated_at,updated_by,date,overall_photos_front,overall_photos_back,overall_photos_left,overall_photos_right,detailed_photos_front,detailed_photos_back,detailed_photos_left,detailed_photos_right,elevations_assessed_front_o,elevations_assessed_back_o,elevations_assessed_left_o,elevations_assessed_right_o,latitude,longitude,geometry,address_suite,address_locality,address_postal_code,address_country,complete address,building_name,located_in_historic_district,occupancy_o,occupany_u,number_stories,year_built_o,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,understory_pct_of_building_footprint,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,,,wall_thickness,roof_shape_o,roof_shape_u,roof_slope_o,roof_slope_u,construction_type_o,construction_type_u,construction_type_u_unc,mwfrs_o,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_o,structural_wall_system_u,foundation_type_o,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_o,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_o,wall_substrate_u,wall_substrate_u_unc,wall_cladding_o,wall_cladding_u,wall_cladding_u_unc,soffit_type_o,soffit_type_u,soffit_present_u,wall_fenesteration_protection_front,wall_fenesteration_protection_front_unc,wall_fenesteration_protection_back,wall_fenesteration_protection_back_unc,wall_fenesteration_protection_right,wall_fenesteration_protection_right_unc,wall_fenesteration_protection_left,wall_fenesteration_protection_left_unc,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,fenestration_protection_type_unc,fenesteration_ratio_o,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,large_door_opening_type_,opening_type,roof_system_o,roof_system_u,roof_system_u_unc,r2wall_attachment_o,r2wall_attachment_u,r2wall_attachment_type_unc,roof_substrate_type_o,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_o,roof_cover_u,roof_cover_u_unc,overhang_length_o,overhang_length_u,parapet_height_m,secondary_water_barrier_o,secondary_water_barrier_u,retrofit_type_1_o,retrofit_type_1_u,retrofit_type_2_o,reotrofit_2_u,retrofit_year_o,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,foundation_damage_cause_o,foundation_damage_cause_u,oop_failure_n,oop_failure_s,oop_failure_e,oop_failure_w,ip_failure_n,ip_failure_s,ip_failure_e,ip_failure_w,shortest_dist_from_tornado,status_u,risk_category_16,building_low_rise,building_open,building_enclosed,building_regular_shape,,exposure_category,building_natural_frequency,building_rigid,,about_structure,about_damages,about_openings,rest
Saanchi Kaushal,2021-12-15 20:44:52 UTC,2021-12-16 01:57:54 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,no,no,no,yes,no,no,yes,yes,no,no,no,36.74108969,-88.63597032,POINT (-88.6359703168 36.7410896884),,Mayfield,42066,US,117 S Seventh St Mayfield Graves County KY 42066 US,R6,yes,,business,3,,1900,2375,row_middle,right_on_street,8,0,2.67,e,10.92,40.06,,,0.2,,flat,,0,,masonry_un,2,,wall_diaphragm_concrete,un,no,1,double_leaf,3,,solid_brick_wythe,,concrete_un,3,,un,1,,wooden_planks,3,,un,1,,NA,no,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,irregular,,un,1,,un,1,,dimensional_lumber,2,,un,1,,un,0.3,,,,,,,,,no,NA,1,,erosion,no,no,no,no,no,no,yes,no,49.60419694,destroyed,2,no,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 21:18:30 UTC,2021-12-15 21:24:12 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,36.74151661,-88.63667306,POINT (-88.6366730555892 36.741516607741325),,Mayfield,42066,US,114 W Broadway St Mayfield Graves County KY 42066 US,,no,,business,2,,1990,255,row_end,right_on_street,7,0,3.5,n,8.01,36.63,,,0.2,,flat,,0,,masonry_un,2,,un,un,no,1,double_leaf,2,,solid_brick_wythe,,un,3,,un,1,,wooden_planks,2,,brick_veneer,3,,un,yes,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,irregular,,wooden_rafters,1,,un,1,,dimensional_lumber,3,,asphalt,2,,un,0.35,,,,,,,,,no,NA,1,,erosion,yes,no,yes,yes,no,no,no,no,49.60291287,destroyed,2,yes,,,,,,,,,,,,
Saanchi Kaushal,2021-12-15 21:22:24 UTC,2021-12-15 21:23:38 UTC,saanchi.kaushal@psu.edu,12/15/21,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,36.7415373,-88.6365433,POINT (-88.6365433037281 36.74153729540353),,Mayfield,42066,US,112 W Broadway St Mayfield Graves County KY 42066 US,112 W South St,yes,,business,3,,1900,275,row_middle,right_on_street,8,0,2.67,n,12.91,21.65,,,0.21,,flat,,0,,masonry_un,1,,un,un,no,1,double_leaf,2,,solid_brick_wythe,,un,3,,un,1,,wooden_planks,2,,brick_veneer,2,,un,yes,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,irregular,,wooden_rafters,1,,un,1,,dimensional_lumber,2,,un,1,,un,0.3,,,,,,,,,no,NA,3,,erosion,yes,no,yes,yes,no,no,no,no,49.57517073,destroyed,2,no,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 18:51:43 UTC,2021-12-29 12:15:12 UTC,dbr0011@auburn.edu,12/15/21,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,36.74447166,-88.63005403,POINT (-88.6300540342927 36.74447166289543),,Mayfield,42066,US,225 N Second St Mayfield Graves County KY 42066 US,,no,,residental,2,,1990,383,isolated,recessed,6,0,3,n,22.25,15.91,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,,concrete_un,3,,un,1,,sheathing_insulate,3,,brick_ot,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_trusses,2,,metal_straps,3,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,yes,no,no,49.58618061,moderate,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 19:05:55 UTC,2021-12-15 19:09:30 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,36.74504203,-88.62972077,POINT (-88.6297207698226 36.745042027292385),,Mayfield,42066,US,Windhaven St Mayfield Graves County KY 42066 US,,no,,residental,2,,1990,371,isolated,recessed,6,0,3,s,22.33,16.43,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,,concrete_un,3,,un,1,,sheathing_insulate,3,,brick_ot,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_trusses,2,,metal_straps,3,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,no,no,yes,yes,no,yes,no,no,50.24934617,severe,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 19:10:02 UTC,2021-12-15 19:13:56 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,36.74477014,-88.62929363,POINT (-88.62929362803698 36.744770144274376),,Mayfield,42066,US,224 N First St Mayfield Graves County KY 42066 US,,no,,residental,2,,1990,236,isolated,recessed,6,0,3,w,22.11,10.33,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,,concrete_un,3,,un,1,,sheathing_insulate,3,,brick_ot,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_trusses,2,,metal_straps,3,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,50.30825511,severe,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 19:14:30 UTC,2021-12-15 19:16:25 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,36.74449262,-88.6297201,POINT (-88.62972009927034 36.74449261842167),,Mayfield,42066,US,224 N First St Mayfield Graves County KY 42066 US,,no,,residental,2,,1990,380,isolated,recessed,6,0,3,n,22.25,15.93,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,,concrete_un,3,,un,1,,sheathing_insulate,3,,brick_ot,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_trusses,2,,metal_straps,3,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,no,no,yes,no,no,no,no,no,50.32437068,moderate,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 19:16:56 UTC,2021-12-15 19:20:36 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,36.74500227,-88.63009728,POINT (-88.63009728491306 36.74500226580441),,Mayfield,42066,US,Windhaven St Mayfield Graves County KY 42066 US,,no,,residental,2,,1990,383,isolated,recessed,6,0,3,s,20.96,15.71,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,,concrete_un,3,,un,1,,sheathing_insulate,3,,brick_ot,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_trusses,2,,metal_straps,3,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,yes,yes,no,no,no,no,no,yes,50.27577783,moderate,2,yes,,,,,,,,,,,,
Mohammad Alam,2021-12-15 21:50:01 UTC,2021-12-15 22:26:33 UTC,alammo@oregonstate.edu,12/15/21,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,37.07682543,-87.90445078,POINT (-87.90445078164339 37.07682543210494),,Princeton,42445,US,108 Meadowbrook Dr Princeton Caldwell County KY 42445 US,,no,,residental,1,,1990,260,isolated,recessed,3.5,0,3.5,e,25.75,11.56,,,0.2,,hip,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,unknown,un,3,,un,1,,sheathing_insulate,3,Brick,brick_veneer,3,,un,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_rafters,2,,toe_nails,1,,un,1,,asphalt,2,,un,0,,,,,,,,,no,NA,3,,NA,yes,no,yes,no,no,no,no,no,50.27751362,destroyed,2,yes,,,,,,,,,,,,
Mariant Gutierrez ,2021-12-15 21:53:10 UTC,2021-12-15 21:57:53 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,36.74248838,-88.63674548,POINT (-88.6367454752326 36.742488384502415),,Mayfield,42066,US,120 N Eight St Mayfield Graves County KY 42066 US,,no,,business,1,,1990,215,isolated,recessed,4.5,0,4.5,n,15.41,12.91,,,0.22,,complex,,30,,masonry_un,1,,wall_diaphragm_wood,roof_diaphragm_wood,no,3,double_leaf,2,,solid_brick_wythe,,masonry_stem_wall,3,,un,1,,sheathing_insulate,3,,brick_veneer,3,,vinyl,yes,no,3,no,2,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,wooden_rafters,1,,un,1,,un,1,,asphalt,3,,0.6,0,,,,,,,,,yes,building_addition,3,,NA,yes,yes,no,yes,no,no,no,no,65.87096761,destroyed,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 16:48:58 UTC,2021-12-15 16:52:03 UTC,nap@psu.edu,12/15/21,yes,no,yes,yes,no,no,no,yes,no,no,no,no,36.73820866,-88.64088446,POINT (-88.64088445901871 36.738208659427755),,Mayfield,42066,US,348 W Walnut St Mayfield Graves County KY 42066 US,,no,,residental,1,,1990,208,isolated,recessed,3.5,0,3.5,w,11.78,17.21,,,0.2,,hip,,30,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,1,,wood_frame,,masonry_stem_wall,2,,un,1,,wooden_planks,3,,vinyl_panel,3,,vinyl,yes,no,3,no,3,yes,3,yes,3,NA,NA,plywood,plywood,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_rafters,1,,toe_nails,1,,dimensional_lumber,3,,asphalt,2,,0.75,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,49.62738553,severe,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 16:52:20 UTC,2021-12-15 16:53:38 UTC,nap@psu.edu,12/15/21,yes,no,yes,no,no,no,no,no,no,no,no,no,36.73807564,-88.64106978,POINT (-88.64106978298038 36.738075641949415),,Mayfield,42066,US,"498-400 S 10th St, Mayfield, KY 42066",,no,,residental,1,,1990,211,isolated,recessed,3.5,0,3.5,e,9.07,10.34,,,0.2,,gable,,45,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,NA,2,,wood_frame,,masonry_stem_wall,1,,un,1,,un,1,,vinyl_panel,3,,vinyl,yes,no,3,no,1,no,3,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,dimensional_lumber,2,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,erosion,no,no,no,yes,no,no,no,no,49.06173585,minor,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 16:53:48 UTC,2021-12-15 16:54:34 UTC,nap@psu.edu,12/15/21,yes,no,no,yes,no,no,no,no,no,no,no,no,36.7377902,-88.64100021,POINT (-88.64100021318406 36.73779019623691),,Mayfield,42066,US,"498-400 S 10th St, Mayfield, KY 42066",,no,,residental,1,,1990,107,isolated,recessed,3.5,0,3.5,w,7.27,13.11,,,0.2,,gable,,45,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,un,3,,wood_frame,,masonry_un,1,,un,1,,un,1,,brick_veneer,3,,vinyl,yes,no,3,no,1,no,1,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,49.03988851,minor,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 16:59:21 UTC,2021-12-15 17:04:30 UTC,nap@psu.edu,12/15/21,yes,yes,yes,no,no,no,yes,no,no,no,no,no,36.73820893,-88.64043653,POINT (-88.64043653011322 36.7382089281103),,Mayfield,42066,US,"336 W Walnut St, Mayfield, KY 42066",,no,,residental,1,,1990,184,isolated,recessed,3.5,0,3.5,n,14.8,12.57,,,0.22,,gable,,0,,wooden_light_frame,2,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,3,,wood_frame,,concrete_un,2,,un,1,,wooden_sheathing_cont,3,,wood_plank,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,plywood,2,,asphalt,3,,0.6,0,,,,,,,,,no,NA,3,,NA,yes,yes,no,yes,no,no,no,no,49.02829848,severe,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 17:03:26 UTC,2021-12-15 17:06:00 UTC,nap@psu.edu,12/15/21,yes,no,no,no,no,no,no,no,no,no,no,no,36.73815116,-88.64031952,POINT (-88.64031951874495 36.73815116133984),,Mayfield,42066,US,"336 W Walnut St, Mayfield, KY 42066",,no,,residental,1,,1990,150,isolated,recessed,3.5,0,3.5,n,11.7,24.88,,,0.2,,gable,,0,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,1,,wood_frame,,un,3,,un,1,,un,1,,brick_veneer,3,,vinyl,yes,no,3,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,plywood,2,,asphalt,2,,0.6,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,49.09557817,minor,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 17:06:08 UTC,2021-12-15 17:09:37 UTC,nap@psu.edu,12/15/21,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,36.73817266,-88.63986958,POINT (-88.6398695781827 36.73817265595719),,Mayfield,42066,US,"326 W Walnut St, Mayfield, KY 42066",,no,,residental,1,,1990,160,isolated,recessed,3.5,0,3.5,n,11.06,16.97,,,0.2,,complex,,45,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,NA,2,,wood_frame,,masonry_stem_wall,3,,un,1,,foam_board,2,,vinyl_panel,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_trusses,1,,un,1,,plywood,1,,asphalt,3,,0.15,0,,,,,,,,,no,NA,3,,NA,no,no,no,yes,no,no,no,no,49.10100805,moderate,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 17:09:57 UTC,2021-12-15 17:13:35 UTC,nap@psu.edu,12/15/21,yes,yes,no,no,no,yes,no,yes,no,no,no,no,36.73816486,-88.63894925,POINT (-88.63894924521446 36.738164864159096),,Mayfield,42066,US,"W Walnut St, Mayfield, KY 42066",,no,,business,1,,1990,408,isolated,recessed,4,0,4,n,36.96,10.69,,,0.22,,flat,,0,,wooden_light_frame,2,,un,un,no,1,single_leaf,2,,wood_frame,,un,3,,un,1,,un,1,,brick_veneer,3,,vinyl,yes,no,3,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,plywood,2,,asphalt,3,,0.6,0.2,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,49.13626767,destroyed,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 17:14:28 UTC,2022-03-21 22:18:06 UTC,mariant.gutierrezsoto@uky.edu,12/15/21,yes,no,no,yes,no,no,no,no,no,no,no,no,36.73860497,-88.63835849,POINT (-88.6383584886789 36.7386049651705),,Mayfield,42066,US,229 W Walnut St Mayfield Graves County KY 42066 US,,no,,business,1,,1990,408,isolated,recessed,4,0,4.5,s,24.65,14.01,,,0.23,,hip,,20,,wooden_light_frame,1,,wall_diaphragm_wood,roof_diaphragm_wood,yes,1,single_leaf,1,,wood_frame,,concrete_un,3,,un,1,,un,1,,brick_veneer,3,,vinyl,yes,yes,3,no,3,no,1,no,1,plywood,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,wooden_un,2,,un,1,,un,1,,un,1,,1,0,,,,,,,,,no,NA,2,,NA,no,no,no,no,no,no,no,no,49.20536516,minor,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 17:16:26 UTC,2021-12-15 17:19:41 UTC,nap@psu.edu,12/15/21,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,36.73884409,-88.63898344,POINT (-88.6389834433794 36.73884409103573),,Mayfield,42066,US,"317 S 9th St, Mayfield, KY 42066",,no,,business,1,,1990,340,isolated,recessed,4,0,4,e,13.78,17.21,,,0.2,,gable,,30,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,2,single_leaf,2,,wood_frame,,masonry_stem_wall,2,,un,1,,un,1,,brick_veneer,3,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_trusses,3,,un,1,,plywood,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,1,,NA,no,no,no,no,no,no,yes,no,49.27593417,moderate,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 17:21:54 UTC,2021-12-15 17:26:21 UTC,nap@psu.edu,12/15/21,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,36.73987206,-88.63839101,POINT (-88.63839101046324 36.73987205509083),,Mayfield,42066,US,"227 W Water St, Mayfield, KY 42066",,no,,residental,2,,1990,822,isolated,recessed,5.5,0,2.75,s,25.01,40.58,,,0.2,,flat,,0,,wooden_light_frame,3,,un,un,no,1,single_leaf,1,,wood_frame,,masonry_stem_wall,2,,un,1,,wooden_planks,3,,wood_un,2,,vinyl,yes,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,yes,no,no,no,yes,rollup,regular,,wooden_rafters,2,,un,1,,un,1,,asphalt,2,,0.15,0.3,,,,,,,,,no,NA,3,,NA,no,yes,no,no,no,no,yes,no,49.24280548,severe,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 17:26:35 UTC,2021-12-15 17:33:49 UTC,nap@psu.edu,12/15/21,yes,yes,yes,yes,no,no,no,no,no,no,no,no,36.74042714,-88.63761619,POINT (-88.63761618733406 36.74042713920935),,Mayfield,42066,US,"1111 S 8th St, Mayfield, KY 42066",,no,,business,2,,1990,3434,isolated,recessed,6,0,3,n,82.51,37.74,,,0.23,,flat,,0,,wooden_light_frame,3,,wall_diaphragm_steel,roof_diaphragm_steel,yes,3,single_leaf,3,,concrete_masonry_block,,concrete_un,3,,un,1,,sheathing_insulate,3,,brick_veneer,2,,NA,no,yes,3,no,3,no,3,no,3,plywood,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,plywood,3,,un,1,,0,0.18,,,,,,,,,no,NA,3,,NA,yes,no,no,yes,no,no,no,no,49.34824118,severe,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 17:39:28 UTC,2021-12-22 16:28:55 UTC,nap@psu.edu,12/15/21,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,36.74085997,-88.63671798,POINT (-88.6367179826 36.7408599731),,Mayfield,42066,US,113 W South St Mayfield Graves County KY 42066 US,,no,"Assembly,Religious facility",assembly,2,,1990,705,row_end,right_on_street,5.5,0,2.75,w,8.47,39.45,,,0.24,,gable,,45,,un,1,,un,un,no,1,un,3,,concrete_masonry_block,,un,3,,un,1,,un,1,,stone_ot,3,,NA,no,yes,3,yes,3,yes,3,yes,3,plywood,plywood,plywood,plywood,3,,no,no,no,no,no,no,no,no,na ,irregular,,un,1,,un,1,,metal_deck,2,,standing_seam_metal,3,,un,0,,,,,,,,,no,NA,3,,NA,no,no,no,no,no,no,no,no,49.43953441,minor,3,yes,,,,,,,,,,,,
napolitano ,2021-12-15 20:54:06 UTC,2021-12-16 23:46:57 UTC,nap@psu.edu,12/15/21,yes,no,yes,yes,no,no,no,no,no,no,no,no,36.74077561,-88.63604341,POINT (-88.63604340702295 36.74077560961795),,Mayfield,42066,US,127 S Seventh St Mayfield Graves County KY 42066 US,,no,,business,2,,1990,270,row_end,right_on_street,6,0,3,s,8.56,38.76,,,0.21,,flat,,0,,wood_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,no,3,double_leaf,3,,solid_brick_wythe,,concrete_un,2,,un,1,,wooden_planks,3,,brick_veneer,3,,NA,no,no,3,no,3,no,3,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,wooden_rafters,2,,un,1,,dimensional_lumber,2,,un,1,,0,0.4,,,,,,,,,no,NA,3,,NA,yes,yes,no,no,no,no,no,no,49.53290908,severe,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 20:58:02 UTC,2021-12-22 16:28:35 UTC,nap@psu.edu,12/15/21,yes,no,no,no,yes,no,no,no,no,no,no,no,36.74078474,-88.63650877,POINT (-88.6365087703 36.7407847445),,Mayfield,42066,US,112 W South Street Mayfield Graves County Kentucky 42066 united States,112 W South St,yes,"Mercantile ,Retail or wholesale stores",business,2,,1990,150,row_middle,right_on_street,5.5,0,2.75,s,39.44,33.91,,,0.2,,flat,,0,,wood_frame,3,,wall_diaphragm_concrete,roof_diaphragm_wood,no,3,double_leaf,3,,solid_brick_wythe,,un,3,,un,1,,wooden_planks,2,,brick_veneer,3,,un,yes,no,3,no,3,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,wooden_rafters,2,,toe_nails,2,,un,1,,un,1,,un,0.3,,,,,,,,,no,NA,1,,NA,no,yes,yes,no,no,no,no,no,49.57883623,severe,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 17:45:17 UTC,2021-12-16 23:47:53 UTC,nap@psu.edu,12/15/21,yes,yes,yes,yes,no,no,no,no,no,no,no,no,36.74188576,-88.63676593,POINT (-88.63676592707634 36.741885760771915),,Mayfield,42066,US,123 W Broadway St Mayfield Graves County KY 42066 US,Whitlock CPA,yes,,business,2,,1920,580,row_end,right_on_street,5.5,0,2.75,s,18.99,30.31,,,0.2,,flat,,0,,wooden_light_frame,3,,wall_diaphragm_wood,roof_diaphragm_wood,yes,3,double_leaf,2,,solid_brick_wythe,,masonry_un,2,,un,1,,un,1,,brick_veneer,3,,un,yes,no,1,no,1,no,1,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,un,1,,un,1,,un,0.2,,,,,,,,,no,NA,1,,erosion,no,yes,yes,yes,no,no,no,no,49.54424875,destroyed,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 21:13:35 UTC,2021-12-28 10:31:45 UTC,dbr0011@auburn.edu,12/15/21,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,36.742415,-88.636757,POINT (-88.636757 36.742415),,Mayfield,42066,US,127 W Broadway Mayfield Graves County Kentucky 42066 united States,Tienda Latina,yes,,business,1,,1920,107,isolated,recessed,5,0,5,n,23.67,12.66,,,0.2,,hip,,30,,masonry_un,2,,wall_diaphragm_wood,roof_diaphragm_wood,no,3,double_leaf,3,,solid_brick_wythe,,concrete_un,2,,un,1,,wooden_sheathing_corn,1,,brick_veneer,3,,vinyl,yes,no,3,no,3,no,2,no,3,NA,NA,NA,NA,3,,no,no,no,no,no,no,no,no,na ,regular,,un,1,,un,1,,dimensional_lumber,3,,asphalt,3,,0.3,0,,,,,,,,,no,NA,3,,NA,yes,no,no,yes,no,no,no,no,49.59005879,destroyed,2,yes,,,,,,,,,,,,
napolitano ,2021-12-15 21:18:42 UTC,2022-03-23 19:58:29 UTC,garrett.demaree@uky.edu,12/15/21,yes,yes,no,no,no,no,no,no,no,no,no,no,36.74293813,-88.63751393,POINT (-88.63751392811537 36.7429381327007),,Mayfield,42066,US,215 N Eight St Mayfield Graves County KY 42066 US,,no,,business,1,,1990,1351,isolated,recessed,5,0,5,e,11.68,16.02,,,0.21,,flat,,0,,steel_frame_masonry_shear_wall,3,,wall_diaphragm_steel,roof_diaphragm_steel,yes,3,double_leaf,1,,steel_cold_formed,,un,3,,un,1,,foam_board,2,,un,1,,un,yes,no,2,no,1,no,2,no,1,NA,NA,NA,NA,1,,no,no,no,no,no,no,no,no,na ,irregular,,steel,3,,bolted_connection,2,,metal_deck,2,,corrugated_metal,2,,un,0.4,,,,,,,,,yes,steel_bracing,2,,NA,no,yes,yes,no,no,no,no,no,49.62215692,destroyed,2,yes,,,,,,,,,,,,
